first_name,last_name,position,position_alt,injury_status,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Jordan,Hawkins,SG,,,2024-01-03,,NO,MIN,+6.5,222.5,108,3200,4,0.0,8.5,17.5,3.3,1.02
Talen,Horton-Tucker,PG,SG,,2024-01-03,,UTA,DET,-8.5,240,124.3,4000,12,2.0,31.1,45.8,3.2,0.80
Thaddeus,Young,PF,C,,2024-01-03,,TOR,MEM,+1,227.5,113.3,3000,7,0.0,4.7,11.8,3.0,1.00
Jordan,Goodwin,PG,,,2024-01-03,,PHO,LAC,+4,232,114,3700,9,0.0,7.2,14.0,2.8,0.74
Troy,Brown Jr.,SG,SF,,2024-01-03,,MIN,NO,-6.5,222.5,114.5,3100,9,0.8,3.4,9.3,2.8,0.89
Ish,Wainright,PF,,,2024-01-03,,POR,DAL,+11.5,238.5,113.5,3200,20,0.0,3.8,11.8,2.5,0.78
Udoka,Azubuike,C,,,2024-01-03,,PHO,LAC,+4,232,114,3400,9,2.5,6.8,21.3,2.5,0.74
Brandon,Boston Jr.,SG,SF,,2024-01-03,,LAC,PHO,-4,232,118,3200,5,0.0,8.8,17.3,2.1,0.66
Cam,Whitmore,SF,,,2024-01-03,,HOU,BKN,-5,220.5,112.8,3500,30,10.3,15.1,23.5,2.1,0.60
Jock,Landale,C,,,2024-01-03,,HOU,BKN,-5,220.5,112.8,3100,6,0.0,7.4,13.0,2.0,0.65
Jalen,McDaniels,SF,PF,,2024-01-03,,TOR,MEM,+1,227.5,113.3,3300,21,0.0,8.5,19.0,1.5,0.45
Nikola,Vucevic,C,,O,2024-01-03,,CHI,NY,+9,220.5,105.8,7900,1,27.8,37.3,47.0,0.0,0.00
Kevin,Durant,PF,,O,2024-01-03,,PHO,LAC,+4,232,114,10100,5,36.0,50.9,72.5,0.0,0.00
Derrick,Rose,PG,,O,2024-01-03,,MEM,TOR,-1,227.5,114.3,4300,8,6.0,14.4,35.0,0.0,0.00
Isaiah,Stewart,PF,C,O,2024-01-03,,DET,UTA,+8.5,240,115.8,5300,27,10.0,23.2,39.8,0.0,0.00
Vince,Williams Jr.,SF,,O,2024-01-03,,MEM,TOR,-1,227.5,114.3,4300,29,9.0,18.5,28.0,0.0,0.00
Darius,Garland,PG,,O,2024-01-03,,CLE,WAS,-9.5,239.5,124.5,7700,30,29.0,41.4,55.0,0.0,0.00
De'Andre,Hunter,SF,PF,O,2024-01-03,,ATL,OKC,+1,248,123.5,5600,10,17.3,26.7,36.0,0.0,0.00
Deandre,Ayton,C,,O,2024-01-03,,POR,DAL,+11.5,238.5,113.5,6800,8,21.0,32.5,47.0,0.0,0.00
Evan,Mobley,PF,C,O,2024-01-03,,CLE,WAS,-9.5,239.5,124.5,7500,24,20.3,35.5,57.8,0.0,0.00
Dillon,Brooks,SG,SF,O,2024-01-03,,HOU,BKN,-5,220.5,112.8,5600,6,13.8,20.8,29.5,0.0,0.00
Dante,Exum,PG,SF,O,2024-01-03,,DAL,POR,-11.5,238.5,125,6000,21,9.8,22.9,33.5,0.0,0.00
Tari,Eason,SF,PF,O,2024-01-03,,HOU,BKN,-5,220.5,112.8,6200,30,17.0,27.8,37.3,0.0,0.00
