Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Brock Purdy (40058161),Brock Purdy,40058161,QB,6000,ARI@SF 09/21/2025 04:25PM ET,SF,18.78
WR,Tetairoa McMillan (40058570),Tetairoa McMillan,40058570,WR/FLEX,5900,ATL@CAR 09/21/2025 01:00PM ET,CAR,15.4
RB,Travis Etienne Jr. (40058272),Travis Etienne Jr.,40058272,RB/FLEX,5900,HOU@JAX 09/21/2025 01:00PM ET,JAX,19.25
QB,Dak Prescott (40058162),Dak Prescott,40058162,QB,5900,DAL@CHI 09/21/2025 04:25PM ET,DAL,16.98
WR,George Pickens (40058568),George Pickens,40058568,WR/FLEX,5900,DAL@CHI 09/21/2025 04:25PM ET,DAL,11.9
WR,Terry McLaurin (40058572),Terry McLaurin,40058572,WR/FLEX,5800,LV@WAS 09/21/2025 01:00PM ET,WAS,7.25
QB,Bo Nix (40058163),Bo Nix,40058163,QB,5800,DEN@LAC 09/21/2025 04:05PM ET,DEN,15.54
RB,Kenneth Walker III (40058274),Kenneth Walker III,40058274,RB/FLEX,5800,NO@SEA 09/21/2025 04:05PM ET,SEA,13.6
WR,DK Metcalf (40058574),DK Metcalf,40058574,WR/FLEX,5700,PIT@NE 09/21/2025 01:00PM ET,PIT,11.65
QB,Matthew Stafford (40058164),Matthew Stafford,40058164,QB,5700,LAR@PHI 09/21/2025 01:00PM ET,LAR,15.96
RB,Tony Pollard (40058278),Tony Pollard,40058278,RB/FLEX,5700,IND@TEN 09/21/2025 01:00PM ET,TEN,9.05
RB,J.K. Dobbins (40058276),J.K. Dobbins,40058276,RB/FLEX,5700,DEN@LAC 09/21/2025 04:05PM ET,DEN,15.15
TE,Trey McBride (40059022),Trey McBride,40059022,TE/FLEX,5700,ARI@SF 09/21/2025 04:25PM ET,ARI,12.95
QB,Michael Penix Jr. (40058166),Michael Penix Jr.,40058166,QB,5600,ATL@CAR 09/21/2025 01:00PM ET,ATL,14.66
WR,Jakobi Meyers (40058578),Jakobi Meyers,40058578,WR/FLEX,5600,LV@WAS 09/21/2025 01:00PM ET,LV,17.7
RB,Omarion Hampton (40058280),Omarion Hampton,40058280,RB/FLEX,5600,DEN@LAC 09/21/2025 04:05PM ET,LAC,8.1
QB,Caleb Williams (40058165),Caleb Williams,40058165,QB,5600,DAL@CHI 09/21/2025 04:25PM ET,CHI,21.09
RB,D'Andre Swift (40058282),D'Andre Swift,40058282,RB/FLEX,5600,DAL@CHI 09/21/2025 04:25PM ET,CHI,12.2
WR,Marvin Harrison Jr. (40058576),Marvin Harrison Jr.,40058576,WR/FLEX,5600,ARI@SF 09/21/2025 04:25PM ET,ARI,11.4
QB,C.J. Stroud (40058168),C.J. Stroud,40058168,QB,5500,HOU@JAX 09/21/2025 01:00PM ET,HOU,9.72
QB,Jake Browning (40058167),Jake Browning,40058167,QB,5500,CIN@MIN 09/21/2025 01:00PM ET,CIN,20.74
RB,Jaylen Warren (40058284),Jaylen Warren,40058284,RB/FLEX,5500,PIT@NE 09/21/2025 01:00PM ET,PIT,15.65
WR,Chris Godwin Jr. (40058580),Chris Godwin Jr.,40058580,WR/FLEX,5500,NYJ@TB 09/21/2025 01:00PM ET,TB,0
RB,Jacory Croskey-Merritt (40058286),Jacory Croskey-Merritt,40058286,RB/FLEX,5500,LV@WAS 09/21/2025 01:00PM ET,WAS,7.95
WR,Ricky Pearsall (40058582),Ricky Pearsall,40058582,WR/FLEX,5500,ARI@SF 09/21/2025 04:25PM ET,SF,13.5
QB,Trevor Lawrence (40058170),Trevor Lawrence,40058170,QB,5400,HOU@JAX 09/21/2025 01:00PM ET,JAX,16.28
RB,Jordan Mason (40058288),Jordan Mason,40058288,RB/FLEX,5400,CIN@MIN 09/21/2025 01:00PM ET,MIN,7.15
RB,TreVeyon Henderson (40058290),TreVeyon Henderson,40058290,RB/FLEX,5400,PIT@NE 09/21/2025 01:00PM ET,NE,8.55
QB,Daniel Jones (40058169),Daniel Jones,40058169,QB,5400,IND@TEN 09/21/2025 01:00PM ET,IND,27.66
WR,Quentin Johnston (40058584),Quentin Johnston,40058584,WR/FLEX,5400,DEN@LAC 09/21/2025 04:05PM ET,LAC,24.9
WR,DJ Moore (40058586),DJ Moore,40058586,WR/FLEX,5400,DAL@CHI 09/21/2025 04:25PM ET,CHI,9.6
RB,Aaron Jones Sr. (40058292),Aaron Jones Sr.,40058292,RB/FLEX,5300,CIN@MIN 09/21/2025 01:00PM ET,MIN,9
QB,Drake Maye (40058171),Drake Maye,40058171,QB,5300,PIT@NE 09/21/2025 01:00PM ET,NE,21.54
RB,Rhamondre Stevenson (40058294),Rhamondre Stevenson,40058294,RB/FLEX,5300,PIT@NE 09/21/2025 01:00PM ET,NE,12.95
WR,DeVonta Smith (40058590),DeVonta Smith,40058590,WR/FLEX,5300,LAR@PHI 09/21/2025 01:00PM ET,PHI,6.95
QB,Justin Fields (40058172),Justin Fields,40058172,QB,5300,NYJ@TB 09/21/2025 01:00PM ET,NYJ,17.25
WR,Rome Odunze (40058588),Rome Odunze,40058588,WR/FLEX,5300,DAL@CHI 09/21/2025 04:25PM ET,CHI,25.25
RB,Dylan Sampson (40058298),Dylan Sampson,40058298,RB/FLEX,5200,GB@CLE 09/21/2025 01:00PM ET,CLE,14.1
WR,Jerry Jeudy (40058592),Jerry Jeudy,40058592,WR/FLEX,5200,GB@CLE 09/21/2025 01:00PM ET,CLE,10.35
RB,Nick Chubb (40058296),Nick Chubb,40058296,RB/FLEX,5200,HOU@JAX 09/21/2025 01:00PM ET,HOU,6
QB,Aaron Rodgers (40058173),Aaron Rodgers,40058173,QB,5200,PIT@NE 09/21/2025 01:00PM ET,PIT,19.04
QB,Geno Smith (40058174),Geno Smith,40058174,QB,5200,LV@WAS 09/21/2025 01:00PM ET,LV,21.48
WR,Chris Olave (40058594),Chris Olave,40058594,WR/FLEX,5200,NO@SEA 09/21/2025 04:05PM ET,NO,11.9
WR,Matthew Golden (40058598),Matthew Golden,40058598,WR/FLEX,5100,GB@CLE 09/21/2025 01:00PM ET,GB,2.55
QB,J.J. McCarthy (40058175),J.J. McCarthy,40058175,QB,5100,CIN@MIN 09/21/2025 01:00PM ET,MIN,14.52
RB,Rachaad White (40058302),Rachaad White,40058302,RB/FLEX,5100,NYJ@TB 09/21/2025 01:00PM ET,TB,2.6
WR,Calvin Ridley (40058596),Calvin Ridley,40058596,WR/FLEX,5100,IND@TEN 09/21/2025 01:00PM ET,TEN,7.7
RB,Najee Harris (40058300),Najee Harris,40058300,RB/FLEX,5100,DEN@LAC 09/21/2025 04:05PM ET,LAC,2
QB,Sam Darnold (40058176),Sam Darnold,40058176,QB,5100,NO@SEA 09/21/2025 04:05PM ET,SEA,12.1
QB,Bryce Young (40058178),Bryce Young,40058178,QB,5000,ATL@CAR 09/21/2025 01:00PM ET,CAR,18.74
RB,Quinshon Judkins (40058304),Quinshon Judkins,40058304,RB/FLEX,5000,GB@CLE 09/21/2025 01:00PM ET,CLE,10.1
RB,Braelon Allen (40058306),Braelon Allen,40058306,RB/FLEX,5000,NYJ@TB 09/21/2025 01:00PM ET,NYJ,4
WR,Cooper Kupp (40058602),Cooper Kupp,40058602,WR/FLEX,5000,NO@SEA 09/21/2025 04:05PM ET,SEA,9.75
QB,Mac Jones (40058177),Mac Jones,40058177,QB,5000,ARI@SF 09/21/2025 04:25PM ET,SF,22.76
WR,Jauan Jennings (40058600),Jauan Jennings,40058600,WR/FLEX,5000,ARI@SF 09/21/2025 04:25PM ET,SF,11.75
RB,Bhayshul Tuten (40058310),Bhayshul Tuten,40058310,RB/FLEX,4900,HOU@JAX 09/21/2025 01:00PM ET,JAX,8.25
WR,Travis Hunter (40058604),Travis Hunter,40058604,WR/FLEX,4900,HOU@JAX 09/21/2025 01:00PM ET,JAX,7.25
QB,Cam Ward (40058180),Cam Ward,40058180,QB,4900,IND@TEN 09/21/2025 01:00PM ET,TEN,7.14
WR,Michael Pittman Jr. (40058606),Michael Pittman Jr.,40058606,WR/FLEX,4900,IND@TEN 09/21/2025 01:00PM ET,IND,14
RB,Raheem Mostert (40058308),Raheem Mostert,40058308,RB/FLEX,4900,LV@WAS 09/21/2025 01:00PM ET,LV,0
QB,Spencer Rattler (40058179),Spencer Rattler,40058179,QB,4900,NO@SEA 09/21/2025 04:05PM ET,NO,16.57
QB,Joe Flacco (40058182),Joe Flacco,40058182,QB,4800,GB@CLE 09/21/2025 01:00PM ET,CLE,12.48
WR,Romeo Doubs (40058610),Romeo Doubs,40058610,WR/FLEX,4800,GB@CLE 09/21/2025 01:00PM ET,GB,10.3
WR,Stefon Diggs (40058608),Stefon Diggs,40058608,WR/FLEX,4800,PIT@NE 09/21/2025 01:00PM ET,NE,9.45
QB,Tyrod Taylor (40058181),Tyrod Taylor,40058181,QB,4800,NYJ@TB 09/21/2025 01:00PM ET,NYJ,8.34
RB,Zach Charbonnet (40058312),Zach Charbonnet,40058312,RB/FLEX,4800,NO@SEA 09/21/2025 04:05PM ET,SEA,5.85
RB,Brian Robinson Jr. (40058314),Brian Robinson Jr.,40058314,RB/FLEX,4800,ARI@SF 09/21/2025 04:25PM ET,SF,3.8
RB,Rico Dowdle (40058318),Rico Dowdle,40058318,RB/FLEX,4700,ATL@CAR 09/21/2025 01:00PM ET,CAR,3.25
RB,Tyler Allgeier (40058320),Tyler Allgeier,40058320,RB/FLEX,4700,ATL@CAR 09/21/2025 01:00PM ET,ATL,8.7
TE,Tucker Kraft (40059024),Tucker Kraft,40059024,TE/FLEX,4700,GB@CLE 09/21/2025 01:00PM ET,GB,18.65
WR,Christian Kirk (40058614),Christian Kirk,40058614,WR/FLEX,4700,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
QB,Kenny Pickett (40058183),Kenny Pickett,40058183,QB,4700,LV@WAS 09/21/2025 01:00PM ET,LV,0
QB,Trey Lance (40058184),Trey Lance,40058184,QB,4700,DEN@LAC 09/21/2025 04:05PM ET,LAC,0
RB,RJ Harvey (40058316),RJ Harvey,40058316,RB/FLEX,4700,DEN@LAC 09/21/2025 04:05PM ET,DEN,5.65
WR,Keenan Allen (40058612),Keenan Allen,40058612,WR/FLEX,4700,DEN@LAC 09/21/2025 04:05PM ET,LAC,19.8
QB,Kirk Cousins (40058185),Kirk Cousins,40058185,QB,4600,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
RB,Jerome Ford (40058324),Jerome Ford,40058324,RB/FLEX,4600,GB@CLE 09/21/2025 01:00PM ET,CLE,5.95
RB,Dameon Pierce (40058326),Dameon Pierce,40058326,RB/FLEX,4600,HOU@JAX 09/21/2025 01:00PM ET,HOU,0.5
RB,Antonio Gibson (40058322),Antonio Gibson,40058322,RB/FLEX,4600,PIT@NE 09/21/2025 01:00PM ET,NE,5.05
WR,Kayshon Boutte (40058618),Kayshon Boutte,40058618,WR/FLEX,4600,PIT@NE 09/21/2025 01:00PM ET,NE,13.95
QB,Teddy Bridgewater (40058186),Teddy Bridgewater,40058186,QB,4600,NYJ@TB 09/21/2025 01:00PM ET,TB,0
WR,Rashid Shaheed (40058616),Rashid Shaheed,40058616,WR/FLEX,4600,NO@SEA 09/21/2025 04:05PM ET,NO,12.25
QB,Andy Dalton (40058193),Andy Dalton,40058193,QB,4500,ATL@CAR 09/21/2025 01:00PM ET,CAR,0
WR,Darnell Mooney (40058620),Darnell Mooney,40058620,WR/FLEX,4500,ATL@CAR 09/21/2025 01:00PM ET,ATL,4
WR,Cedric Tillman (40058622),Cedric Tillman,40058622,WR/FLEX,4500,GB@CLE 09/21/2025 01:00PM ET,CLE,13.2
QB,Davis Mills (40058187),Davis Mills,40058187,QB,4500,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
RB,Kenneth Gainwell (40058328),Kenneth Gainwell,40058328,RB/FLEX,4500,PIT@NE 09/21/2025 01:00PM ET,PIT,5.95
RB,Miles Sanders (40058332),Miles Sanders,40058332,RB/FLEX,4500,DAL@CHI 09/21/2025 04:25PM ET,DAL,7.45
RB,Trey Benson (40058330),Trey Benson,40058330,RB/FLEX,4500,ARI@SF 09/21/2025 04:25PM ET,ARI,8.45
RB,Woody Marks (40058334),Woody Marks,40058334,RB/FLEX,4400,HOU@JAX 09/21/2025 01:00PM ET,HOU,0.3
WR,Dyami Brown (40058626),Dyami Brown,40058626,WR/FLEX,4400,HOU@JAX 09/21/2025 01:00PM ET,JAX,13.2
RB,Kaleb Johnson (40058338),Kaleb Johnson,40058338,RB/FLEX,4400,PIT@NE 09/21/2025 01:00PM ET,PIT,-0.05
QB,Anthony Richardson Sr. (40058189),Anthony Richardson Sr.,40058189,QB,4400,IND@TEN 09/21/2025 01:00PM ET,IND,0
WR,Josh Downs (40058624),Josh Downs,40058624,WR/FLEX,4400,IND@TEN 09/21/2025 01:00PM ET,IND,7.15
TE,Tyler Warren (40059026),Tyler Warren,40059026,TE/FLEX,4400,IND@TEN 09/21/2025 01:00PM ET,IND,13.4
RB,Jeremy McNichols (40058336),Jeremy McNichols,40058336,RB/FLEX,4400,LV@WAS 09/21/2025 01:00PM ET,WAS,1.25
QB,Tyler Shough (40058188),Tyler Shough,40058188,QB,4400,NO@SEA 09/21/2025 04:05PM ET,NO,0
QB,Shedeur Sanders (40058190),Shedeur Sanders,40058190,QB,4300,GB@CLE 09/21/2025 01:00PM ET,CLE,0
QB,Dillon Gabriel (40058191),Dillon Gabriel,40058191,QB,4300,GB@CLE 09/21/2025 01:00PM ET,CLE,4.76
WR,Adam Thielen (40058628),Adam Thielen,40058628,WR/FLEX,4300,CIN@MIN 09/21/2025 01:00PM ET,MIN,3.3
RB,Will Shipley (40058342),Will Shipley,40058342,RB/FLEX,4300,LAR@PHI 09/21/2025 01:00PM ET,PHI,2.6
RB,Tank Bigsby (40058344),Tank Bigsby,40058344,RB/FLEX,4300,LAR@PHI 09/21/2025 01:00PM ET,PHI,0.6
WR,Alec Pierce (40058630),Alec Pierce,40058630,WR/FLEX,4300,IND@TEN 09/21/2025 01:00PM ET,IND,7.7
RB,Jaydon Blue (40058340),Jaydon Blue,40058340,RB/FLEX,4300,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
WR,Jayden Higgins (40058634),Jayden Higgins,40058634,WR/FLEX,4200,HOU@JAX 09/21/2025 01:00PM ET,HOU,5.2
QB,Jimmy Garoppolo (40058192),Jimmy Garoppolo,40058192,QB,4200,LAR@PHI 09/21/2025 01:00PM ET,LAR,0
RB,Blake Corum (40058350),Blake Corum,40058350,RB/FLEX,4200,LAR@PHI 09/21/2025 01:00PM ET,LAR,6.5
RB,DJ Giddens (40058348),DJ Giddens,40058348,RB/FLEX,4200,IND@TEN 09/21/2025 01:00PM ET,IND,2.05
RB,Zamir White (40058346),Zamir White,40058346,RB/FLEX,4200,LV@WAS 09/21/2025 01:00PM ET,LV,0.8
TE,Zach Ertz (40059028),Zach Ertz,40059028,TE/FLEX,4200,LV@WAS 09/21/2025 01:00PM ET,WAS,15
WR,Luther Burden III (40058632),Luther Burden III,40058632,WR/FLEX,4200,DAL@CHI 09/21/2025 04:25PM ET,CHI,1.1
TE,David Njoku (40059030),David Njoku,40059030,TE/FLEX,4100,GB@CLE 09/21/2025 01:00PM ET,CLE,7.35
WR,DeMario Douglas (40058636),DeMario Douglas,40058636,WR/FLEX,4100,PIT@NE 09/21/2025 01:00PM ET,NE,5
RB,Chris Rodriguez Jr. (40058352),Chris Rodriguez Jr.,40058352,RB/FLEX,4100,LV@WAS 09/21/2025 01:00PM ET,WAS,0
WR,Dont'e Thornton Jr. (40058638),Dont'e Thornton Jr.,40058638,WR/FLEX,4100,LV@WAS 09/21/2025 01:00PM ET,LV,6.5
RB,Kyle Monangai (40058354),Kyle Monangai,40058354,RB/FLEX,4100,DAL@CHI 09/21/2025 04:25PM ET,CHI,3.35
QB,Hendon Hooker (40058241),Hendon Hooker,40058241,QB,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0
QB,Emory Jones (40058242),Emory Jones,40058242,QB,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
QB,Easton Stick (40058243),Easton Stick,40058243,QB,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
RB,Trevor Etienne (40058516),Trevor Etienne,40058516,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0.8
RB,Jonathon Brooks (40058518),Jonathon Brooks,40058518,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0
RB,DeeJay Dallas (40058520),DeeJay Dallas,40058520,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0
RB,Nathan Carter (40058522),Nathan Carter,40058522,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
RB,Carlos Washington Jr. (40058524),Carlos Washington Jr.,40058524,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
QB,Malik Willis (40058237),Malik Willis,40058237,QB,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0
QB,Clayton Tune (40058238),Clayton Tune,40058238,QB,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0
QB,Deshaun Watson (40058239),Deshaun Watson,40058239,QB,4000,GB@CLE 09/21/2025 01:00PM ET,CLE,0
QB,Bailey Zappe (40058240),Bailey Zappe,40058240,QB,4000,GB@CLE 09/21/2025 01:00PM ET,CLE,0
RB,Raheim Sanders (40058360),Raheim Sanders,40058360,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,CLE,6.3
RB,Chris Brooks (40058508),Chris Brooks,40058508,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,GB,3.5
RB,MarShawn Lloyd (40058510),MarShawn Lloyd,40058510,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0
RB,Pierre Strong Jr. (40058512),Pierre Strong Jr.,40058512,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0
RB,Ahmani Marshall (40058514),Ahmani Marshall,40058514,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,CLE,0
RB,Emanuel Wilson (40058530),Emanuel Wilson,40058530,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0.2
QB,Nick Mullens (40058234),Nick Mullens,40058234,QB,4000,HOU@JAX 09/21/2025 01:00PM ET,JAX,0
QB,Seth Henigan (40058235),Seth Henigan,40058235,QB,4000,HOU@JAX 09/21/2025 01:00PM ET,JAX,0
QB,Graham Mertz (40058236),Graham Mertz,40058236,QB,4000,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
RB,LeQuint Allen Jr. (40058494),LeQuint Allen Jr.,40058494,RB/FLEX,4000,HOU@JAX 09/21/2025 01:00PM ET,JAX,1.7
RB,Cody Schrader (40058496),Cody Schrader,40058496,RB/FLEX,4000,HOU@JAX 09/21/2025 01:00PM ET,JAX,0
RB,Ja'Quinden Jackson (40058498),Ja'Quinden Jackson,40058498,RB/FLEX,4000,HOU@JAX 09/21/2025 01:00PM ET,JAX,0
RB,Dare Ogunbowale (40058500),Dare Ogunbowale,40058500,RB/FLEX,4000,HOU@JAX 09/21/2025 01:00PM ET,HOU,3.6
RB,British Brooks (40058502),British Brooks,40058502,RB/FLEX,4000,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
RB,Joe Mixon (40058504),Joe Mixon,40058504,RB/FLEX,4000,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
RB,Jawhar Jordan (40058506),Jawhar Jordan,40058506,RB/FLEX,4000,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
QB,Carson Wentz (40058194),Carson Wentz,40058194,QB,4000,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
QB,Max Brosmer (40058232),Max Brosmer,40058232,QB,4000,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
QB,Brett Rypien (40058233),Brett Rypien,40058233,QB,4000,CIN@MIN 09/21/2025 01:00PM ET,CIN,0
RB,Zavier Scott (40058478),Zavier Scott,40058478,RB/FLEX,4000,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
RB,Ty Chandler (40058480),Ty Chandler,40058480,RB/FLEX,4000,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
RB,Xazavian Valladay (40058482),Xazavian Valladay,40058482,RB/FLEX,4000,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
RB,C.J. Ham (40058484),C.J. Ham,40058484,RB/FLEX,4000,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
RB,Samaje Perine (40058486),Samaje Perine,40058486,RB/FLEX,4000,CIN@MIN 09/21/2025 01:00PM ET,CIN,1.3
RB,Tahj Brooks (40058488),Tahj Brooks,40058488,RB/FLEX,4000,CIN@MIN 09/21/2025 01:00PM ET,CIN,0
RB,Kendall Milton (40058490),Kendall Milton,40058490,RB/FLEX,4000,CIN@MIN 09/21/2025 01:00PM ET,CIN,0
RB,Gary Brightwell (40058492),Gary Brightwell,40058492,RB/FLEX,4000,CIN@MIN 09/21/2025 01:00PM ET,CIN,0
QB,Mason Rudolph (40058226),Mason Rudolph,40058226,QB,4000,PIT@NE 09/21/2025 01:00PM ET,PIT,0.48
QB,Will Howard (40058227),Will Howard,40058227,QB,4000,PIT@NE 09/21/2025 01:00PM ET,PIT,0
QB,Skylar Thompson (40058228),Skylar Thompson,40058228,QB,4000,PIT@NE 09/21/2025 01:00PM ET,PIT,0
QB,Logan Woodside (40058229),Logan Woodside,40058229,QB,4000,PIT@NE 09/21/2025 01:00PM ET,PIT,0
QB,Joshua Dobbs (40058230),Joshua Dobbs,40058230,QB,4000,PIT@NE 09/21/2025 01:00PM ET,NE,0
QB,Tommy DeVito (40058231),Tommy DeVito,40058231,QB,4000,PIT@NE 09/21/2025 01:00PM ET,NE,0
RB,Trey Sermon (40058464),Trey Sermon,40058464,RB/FLEX,4000,PIT@NE 09/21/2025 01:00PM ET,PIT,0
RB,Lew Nichols (40058466),Lew Nichols,40058466,RB/FLEX,4000,PIT@NE 09/21/2025 01:00PM ET,PIT,0
RB,Lan Larison (40058468),Lan Larison,40058468,RB/FLEX,4000,PIT@NE 09/21/2025 01:00PM ET,NE,0
RB,Deneric Prince (40058470),Deneric Prince,40058470,RB/FLEX,4000,PIT@NE 09/21/2025 01:00PM ET,NE,0
